iter	Passed	Remaining
1646	34761	6437
1647	34779	6415
1648	34799	6394
1649	34817	6372
1650	34835	6351
1651	34855	6329
1652	34874	6308
1653	34892	6286
1654	34910	6264
1655	34932	6243
1656	34951	6222
1657	34970	6200
1658	34989	6179
1659	35008	6158
1660	35026	6136
1661	35046	6115
1662	35065	6093
1663	35084	6072
1664	35104	6050
1665	35122	6029
1666	35141	6007
1667	35159	5986
1668	35179	5965
1669	35198	5943
1670	35217	5922
1671	35235	5900
1672	35256	5879
1673	35276	5858
1674	35294	5836
1675	35313	5815
1676	35333	5794
1677	35352	5772
1678	35372	5751
1679	35389	5729
1680	35410	5708
1681	35430	5687
1682	35450	5666
1683	35469	5644
1684	35488	5623
1685	35508	5602
1686	35528	5580
1687	35546	5559
1688	35567	5538
1689	35582	5516
1690	35602	5495
1691	35620	5473
1692	35640	5452
1693	35659	5431
1694	35679	5409
1695	35697	5388
1696	35716	5366
1697	35735	5345
1698	35754	5324
1699	35773	5302
1700	35792	5281
1701	35813	5260
1702	35832	5239
1703	35851	5217
1704	35870	5196
1705	35890	5175
1706	35906	5153
1707	35925	5132
1708	35944	5110
1709	35966	5089
1710	35982	5068
1711	35999	5046
1712	36018	5025
1713	36037	5004
1714	36056	4982
1715	36075	4961
1716	36095	4940
1717	36114	4918
1718	36132	4897
1719	36152	4876
1720	36170	4854
1721	36188	4833
1722	36207	4812
1723	36226	4790
1724	36245	4769
1725	36264	4748
1726	36283	4727
1727	36303	4705
1728	36321	4684
1729	36340	4663
1730	36359	4642
1731	36380	4621
1732	36398	4599
1733	36417	4578
1734	36436	4557
1735	36453	4535
1736	36472	4514
1737	36493	4493
1738	36512	4472
1739	36531	4450
1740	36549	4429
1741	36568	4408
1742	36588	4387
1743	36609	4366
1744	36627	4344
1745	36645	4323
1746	36664	4302
1747	36683	4281
1748	36702	4259
1749	36721	4238
1750	36740	4217
1751	36759	4196
1752	36777	4175
1753	36797	4153
1754	36818	4132
1755	36837	4111
1756	36855	4090
1757	36874	4069
1758	36892	4047
1759	36910	4026
1760	36931	4005
1761	36950	3984
1762	36970	3963
1763	36990	3942
1764	37010	3921
1765	37033	3900
1766	37054	3879
1767	37073	3858
1768	37090	3836
1769	37110	3815
1770	37130	3794
1771	37148	3773
1772	37166	3752
1773	37183	3730
1774	37202	3709
1775	37221	3688
1776	37239	3667
1777	37258	3646
1778	37276	3625
1779	37295	3603
1780	37312	3582
1781	37332	3561
1782	37352	3540
1783	37370	3519
1784	37388	3497
1785	37406	3476
1786	37426	3455
1787	37446	3434
1788	37464	3413
1789	37483	3392
1790	37503	3371
1791	37522	3350
1792	37544	3329
1793	37563	3308
1794	37582	3287
1795	37602	3266
1796	37621	3245
1797	37640	3223
1798	37660	3202
1799	37678	3181
1800	37698	3160
1801	37718	3139
1802	37737	3118
1803	37754	3097
1804	37773	3076
1805	37793	3055
1806	37813	3034
1807	37831	3013
1808	37851	2992
1809	37871	2971
1810	37891	2950
1811	37909	2928
1812	37927	2907
1813	37945	2886
1814	37963	2865
1815	37983	2844
1816	38000	2823
1817	38018	2802
1818	38037	2781
1819	38057	2760
1820	38077	2739
1821	38097	2718
1822	38115	2697
1823	38136	2676
1824	38155	2655
1825	38174	2634
1826	38194	2613
1827	38213	2592
1828	38231	2571
1829	38249	2549
1830	38268	2528
1831	38288	2507
1832	38311	2487
1833	38337	2466
1834	38360	2445
1835	38380	2424
1836	38400	2403
1837	38418	2382
1838	38438	2361
1839	38457	2340
1840	38477	2319
1841	38497	2299
1842	38518	2278
1843	38537	2257
1844	38556	2236
1845	38575	2215
1846	38593	2193
1847	38613	2173
1848	38634	2152
1849	38652	2131
1850	38670	2110
1851	38690	2089
1852	38709	2068
1853	38728	2047
1854	38747	2026
1855	38765	2005
1856	38784	1984
1857	38803	1963
1858	38821	1942
1859	38842	1921
1860	38862	1900
1861	38883	1879
1862	38902	1858
1863	38922	1837
1864	38940	1816
1865	38960	1795
1866	38976	1774
1867	38999	1753
1868	39018	1732
1869	39038	1711
1870	39054	1690
1871	39073	1669
1872	39091	1648
1873	39111	1627
1874	39131	1607
1875	39150	1586
1876	39167	1565
1877	39186	1544
1878	39205	1523
1879	39223	1502
1880	39243	1481
1881	39262	1460
1882	39281	1439
1883	39300	1418
1884	39318	1397
1885	39337	1376
1886	39356	1355
1887	39373	1334
1888	39390	1313
1889	39410	1292
1890	39429	1271
1891	39449	1251
1892	39467	1230
1893	39486	1209
1894	39507	1188
1895	39525	1167
1896	39544	1146
1897	39562	1125
1898	39582	1104
1899	39602	1083
1900	39621	1062
1901	39640	1042
1902	39659	1021
1903	39680	1000
1904	39699	979
1905	39719	958
1906	39738	937
1907	39757	916
1908	39777	895
1909	39796	875
1910	39814	854
1911	39836	833
1912	39858	812
1913	39878	791
1914	39896	770
1915	39917	750
1916	39935	729
1917	39955	708
1918	39971	687
1919	39989	666
1920	40007	645
1921	40027	624
1922	40047	603
1923	40066	583
1924	40085	562
1925	40103	541
1926	40121	520
1927	40140	499
1928	40159	478
1929	40179	458
1930	40197	437
1931	40216	416
1932	40233	395
1933	40252	374
1934	40270	353
1935	40289	332
1936	40307	312
1937	40326	291
1938	40344	270
1939	40363	249
1940	40380	228
1941	40400	208
1942	40419	187
1943	40439	166
1944	40458	145
1945	40479	124
1946	40498	104
1947	40518	83
1948	40537	62
1949	40556	41
1950	40575	20
1951	40593	0
