iter	MAE
125	50911.45497
126	50750.07271
127	50637.55249
128	50579.03898
129	50487.61269
130	50419.9492
131	50359.51012
132	50324.05104
133	50240.1168
134	50119.37932
135	50021.11314
136	49940.88655
137	49902.37714
138	49843.57252
139	49781.40682
140	49757.71145
141	49728.25144
142	49651.37635
143	49577.86683
144	49538.3578
145	49488.15604
146	49456.75041
147	49357.95657
148	49207.96364
149	49151.55542
150	49099.53824
151	49041.70809
152	48973.68353
153	48952.03068
154	48857.5542
155	48771.22897
156	48700.76882
157	48616.8027
158	48559.24149
159	48523.75921
160	48473.61096
161	48418.73933
162	48338.5504
163	48288.06349
164	48220.00946
165	48142.59796
166	48072.94689
167	48045.2026
168	48004.39261
169	47953.77228
170	47885.14925
171	47840.78104
172	47791.53568
173	47738.24619
174	47664.82
175	47645.48981
176	47602.26448
177	47506.06022
178	47460.26128
179	47414.10153
180	47291.34896
181	47266.1908
182	47221.65159
183	47160.57277
184	47113.37474
185	47060.73338
186	47032.40012
187	47007.68576
188	46972.19048
189	46906.40408
190	46861.94227
191	46788.89689
192	46719.1478
193	46653.49814
194	46621.42378
195	46578.34453
196	46532.12318
197	46477.18422
198	46430.48221
199	46381.81267
200	46333.14654
201	46279.05779
202	46233.17432
203	46143.21072
204	46067.5912
205	46032.74063
206	45998.43193
207	45945.25197
208	45891.10575
209	45859.53132
210	45836.41655
211	45798.57734
212	45773.29725
213	45727.7096
214	45716.54267
215	45670.14307
216	45643.09314
217	45586.90971
218	45543.52368
219	45505.53187
220	45439.56229
221	45403.13504
222	45328.5569
223	45294.30481
224	45246.3899
225	45215.03371
226	45182.54073
227	45144.66506
228	45102.60971
229	45072.61163
230	45039.77398
231	44984.44546
232	44961.09649
233	44892.11025
234	44858.81327
235	44834.94797
236	44780.31665
237	44759.15999
238	44675.97226
239	44632.77588
240	44604.25925
241	44567.60433
242	44517.08349
243	44491.42245
244	44459.21538
245	44418.83428
246	44354.51071
247	44328.00625
248	44254.49915
249	44203.63858
250	44174.47305
251	44146.7821
252	44109.51154
253	44077.76424
254	44056.31573
255	44030.21103
256	44006.38106
257	43975.82427
258	43947.0654
259	43917.59759
260	43898.25118
261	43857.84501
262	43829.65204
263	43792.43957
264	43735.64161
265	43701.20673
266	43654.03671
267	43611.2694
268	43583.89087
269	43559.05647
270	43517.80304
271	43489.03045
272	43464.08059
273	43445.82658
274	43416.37767
275	43366.32885
276	43341.85087
277	43324.78202
278	43270.18814
279	43240.75113
280	43212.77287
281	43193.03436
282	43135.5249
283	43075.71475
284	43052.84098
285	43020.31703
286	43004.4083
287	42972.04821
288	42950.98012
289	42935.54352
290	42894.91079
291	42868.39486
292	42846.39903
293	42824.89417
294	42805.19335
295	42789.4339
296	42750.67361
297	42717.25371
298	42683.78792
299	42664.19596
300	42636.94378
301	42603.50618
302	42580.78192
303	42556.03013
304	42534.6636
305	42507.55398
306	42488.41712
307	42460.05072
308	42433.13716
309	42393.44343
310	42365.64394
311	42342.77887
312	42321.10448
313	42298.95232
314	42269.13957
315	42252.39519
316	42229.10389
317	42193.75793
318	42174.50664
319	42136.57789
320	42108.65262
321	42085.65038
322	42062.75016
323	42041.17951
324	41998.56346
325	41973.25398
326	41962.72155
327	41939.26385
328	41914.93433
329	41887.33629
330	41848.21189
331	41819.33477
332	41782.97871
333	41749.04425
334	41718.90674
335	41694.82013
336	41675.12046
337	41636.89642
338	41618.20547
339	41596.59141
340	41576.37961
341	41561.3228
342	41538.37785
343	41513.57966
344	41496.12896
345	41470.46017
346	41454.79575
347	41440.36786
348	41428.1926
349	41414.15416
350	41393.95013
351	41371.50289
352	41338.45624
353	41313.50748
354	41287.65437
355	41275.05681
356	41250.33011
357	41236.11162
358	41206.27832
359	41182.09984
360	41163.58292
361	41149.36645
362	41123.68545
363	41107.65736
364	41093.40696
365	41076.09526
366	41039.41988
367	41004.1979
368	40975.14941
369	40944.23498
370	40930.5243
371	40895.85096
372	40877.421
373	40859.31252
374	40823.91308
375	40803.90921
376	40781.85858
377	40747.57625
378	40728.89838
379	40709.07826
380	40674.56219
381	40655.35445
382	40628.78989
383	40594.41381
384	40558.33159
385	40541.55034
386	40525.33065
387	40504.41392
388	40488.5368
389	40466.21445
390	40450.59598
391	40437.49652
392	40407.10304
393	40390.28295
394	40357.93388
395	40324.0757
396	40311.04863
397	40296.83003
398	40281.15672
399	40260.19361
400	40234.48397
401	40214.62713
402	40190.68373
403	40168.53075
404	40153.52897
405	40123.57468
406	40108.28089
407	40086.43439
408	40072.72824
409	40044.64322
410	40024.24844
411	39993.88033
412	39969.42015
413	39935.19861
414	39913.75642
415	39903.50502
416	39882.79961
417	39860.74005
418	39831.12479
419	39818.64642
420	39802.11997
421	39781.51278
422	39756.98783
423	39727.74379
424	39713.64667
425	39698.20275
426	39674.64672
427	39654.20948
428	39635.84144
429	39624.03945
430	39607.5834
431	39592.12743
432	39581.29102
433	39567.77937
434	39557.78991
435	39538.43532
436	39524.11086
437	39511.88827
438	39502.37543
439	39470.14661
440	39442.90812
441	39419.82478
442	39391.61979
443	39371.12838
444	39362.52148
445	39352.96842
446	39339.27123
447	39324.03512
448	39300.66923
449	39286.14181
450	39256.69668
451	39235.24291
452	39203.69147
453	39186.11809
454	39163.47156
455	39134.99438
456	39120.11526
457	39105.65128
458	39088.41856
459	39068.97133
460	39055.74931
461	39032.76049
462	39021.93138
463	38995.79494
464	38987.37472
465	38963.46178
466	38954.22522
467	38924.18337
468	38907.26673
469	38878.03936
470	38862.32549
471	38845.22617
472	38822.38623
473	38795.22212
474	38777.92699
475	38770.41034
476	38752.9564
477	38740.84252
478	38719.32397
479	38699.30437
480	38677.77842
481	38659.5182
482	38647.28189
483	38633.88377
484	38608.0656
485	38589.64
486	38576.22433
487	38558.7917
488	38543.56266
489	38517.59103
490	38492.2122
491	38467.27289
492	38454.34328
493	38427.87977
494	38409.04473
495	38391.14214
496	38373.14681
497	38328.42919
498	38314.22565
499	38305.66378
500	38260.32852
501	38245.19664
502	38221.00579
503	38197.96927
504	38174.61856
505	38160.15276
506	38146.76333
507	38136.52442
508	38120.37731
509	38100.7599
510	38083.76073
511	38074.88483
512	38066.04426
513	38053.94128
514	38040.63911
515	38028.57697
516	38018.02463
517	37989.58713
518	37975.02302
519	37958.25591
520	37945.32758
521	37931.62513
522	37915.11376
523	37886.17453
524	37875.79672
525	37859.09833
526	37829.50669
527	37819.80878
528	37807.21524
529	37785.02456
530	37775.26582
531	37755.60062
532	37733.29894
533	37702.90838
534	37681.12166
535	37658.4924
536	37625.77686
537	37617.89737
538	37603.79832
539	37582.47827
540	37573.95032
541	37563.94854
542	37554.79174
543	37538.99464
544	37522.45776
545	37512.76922
546	37494.33437
547	37477.45652
548	37457.32731
549	37427.48923
550	37413.91959
551	37400.7434
552	37387.44558
553	37378.48842
554	37367.96213
555	37352.38591
556	37334.72524
557	37322.26372
558	37311.72088
559	37307.86677
560	37293.02374
561	37282.76563
562	37259.58589
563	37236.76926
564	37229.94341
565	37208.95051
566	37200.37863
567	37170.81809
568	37157.43613
569	37148.89998
570	37124.77302
571	37116.39233
572	37106.80223
573	37098.57387
574	37092.31214
575	37082.79158
576	37064.94523
577	37056.44953
578	37039.13262
579	37022.23423
580	37011.30228
581	36998.58819
582	36981.4066
583	36973.99567
584	36952.92978
585	36937.22795
586	36916.10284
587	36888.64861
588	36872.31577
589	36863.17323
590	36850.62365
591	36841.63109
592	36812.35692
593	36800.87389
594	36779.12696
595	36772.54112
596	36764.46837
597	36741.96154
598	36732.79443
599	36718.79702
600	36710.85642
601	36700.53045
602	36682.9776
603	36673.32535
604	36659.62148
605	36653.49316
606	36640.67864
607	36635.16916
608	36616.49003
609	36606.85104
610	36584.26051
611	36562.39595
612	36549.80709
613	36530.15385
614	36522.51147
615	36512.11679
616	36491.85267
617	36489.65174
618	36481.01958
619	36451.79623
620	36431.55655
621	36418.60106
622	36408.16508
623	36391.66113
624	36372.33946
625	36366.65162
626	36354.17745
627	36340.05538
628	36331.57405
629	36319.66107
630	36311.82768
631	36299.68315
632	36284.05588
633	36276.24854
634	36262.78682
635	36251.356
636	36235.05705
637	36218.85523
638	36207.72195
639	36196.67994
640	36190.22505
641	36179.89157
642	36169.71933
643	36156.8056
644	36146.82585
645	36137.68828
646	36128.44606
647	36122.72891
648	36110.16957
649	36094.49542
650	36075.79551
651	36056.94859
652	36039.68921
653	36022.32
654	36000.79385
655	35992.57252
656	35990.19421
657	35973.75465
658	35960.35932
659	35954.36173
660	35945.155
661	35932.83387
662	35926.28038
663	35919.53685
664	35907.96468
665	35901.04007
666	35892.62038
667	35884.66839
668	35869.6116
669	35860.7208
670	35846.43971
671	35839.94174
672	35830.78198
673	35820.53522
674	35804.83576
675	35797.26208
676	35774.2634
677	35766.51227
678	35749.88879
679	35743.13905
680	35727.49299
681	35714.29702
682	35691.81261
683	35664.6923
684	35651.14195
685	35631.05848
686	35619.50648
687	35600.83169
688	35592.88221
689	35582.73337
690	35577.39306
691	35567.80841
692	35561.33278
693	35553.59013
694	35546.96192
695	35535.13873
696	35518.47428
697	35494.98494
698	35478.6436
699	35462.95461
700	35454.84126
701	35438.52028
702	35434.78009
703	35421.43069
704	35413.98332
705	35403.95175
706	35396.22806
707	35382.48754
708	35373.17324
709	35361.18637
710	35349.82556
711	35329.02514
712	35315.73854
713	35298.90632
714	35293.64657
715	35282.33609
716	35270.63724
717	35216.10427
718	35200.21958
719	35195.24339
720	35189.04957
721	35179.95118
722	35162.05156
723	35144.17857
724	35129.10877
725	35114.5258
726	35103.21873
727	35096.074
728	35086.08016
729	35065.37143
730	35055.66999
731	35038.35586
732	35030.4305
733	35023.16073
734	35013.04307
735	35002.97598
736	34993.74428
737	34980.34379
738	34966.95954
739	34956.74702
740	34940.1967
741	34930.71615
742	34923.18229
743	34914.75251
744	34899.11254
745	34887.56373
746	34877.42701
747	34867.44118
748	34856.63282
749	34841.93923
750	34829.19872
751	34824.27029
752	34811.9613
753	34802.85432
754	34789.27182
755	34778.40232
756	34761.71836
757	34749.21687
758	34729.84762
759	34726.52927
760	34711.59783
761	34696.57162
762	34689.9351
763	34679.22363
764	34658.3021
765	34649.32891
766	34640.58769
767	34620.82207
768	34611.92699
769	34597.88181
770	34587.49737
771	34565.87389
772	34560.30927
773	34550.69881
774	34540.60086
775	34531.74206
776	34512.09852
777	34501.40577
778	34493.79093
779	34486.37755
780	34481.02806
781	34470.81855
782	34447.03591
783	34432.02662
784	34419.94137
785	34411.83684
786	34401.40859
787	34388.38591
788	34377.50217
789	34364.86762
790	34357.5284
791	34332.05639
792	34316.27198
793	34312.39336
794	34302.28908
795	34289.61254
796	34282.65607
797	34273.02405
798	34268.31171
799	34253.28493
800	34237.15343
801	34231.78044
802	34219.21938
803	34206.41393
804	34199.99602
805	34180.82289
806	34164.0194
807	34158.48534
808	34152.28379
809	34142.88133
810	34136.35708
811	34134.34153
812	34124.68615
813	34109.61362
814	34097.37601
815	34083.97436
816	34075.06741
817	34066.46057
818	34057.05353
819	34051.01289
820	34038.63838
821	34029.72015
822	34023.72675
823	34005.91167
824	33998.87788
825	33988.73591
826	33981.69674
827	33969.68623
828	33959.08966
829	33946.69212
830	33936.68704
831	33931.44553
832	33923.24967
833	33912.20174
834	33892.40671
835	33874.16724
836	33866.86021
837	33862.58133
838	33853.19285
839	33822.64485
840	33812.45564
841	33792.20307
842	33781.93384
843	33776.34625
844	33769.65241
845	33765.15872
846	33758.22135
847	33746.41052
848	33734.64155
849	33726.57193
850	33719.29105
851	33711.50334
852	33705.11846
853	33690.34656
854	33670.97637
855	33647.21016
856	33634.503
857	33627.83011
858	33622.01483
859	33608.21019
860	33601.77116
861	33592.86464
862	33586.86755
863	33581.14169
864	33566.87941
865	33557.9109
866	33554.27208
867	33548.19426
868	33534.45027
869	33522.91267
870	33516.05706
871	33504.7869
872	33495.84273
873	33487.64982
874	33481.69571
875	33477.389
876	33458.53735
877	33446.60883
878	33438.83383
879	33431.38733
880	33426.26539
881	33404.76218
882	33387.03009
883	33377.26198
884	33368.41211
885	33363.99617
886	33355.57839
887	33348.05994
888	33340.56621
889	33334.9346
890	33329.74774
891	33321.6027
892	33305.62849
893	33293.606
894	33286.43888
895	33279.26069
896	33259.16872
897	33247.08093
898	33244.91437
899	33238.12447
900	33225.73163
901	33213.98917
902	33208.11414
903	33200.94119
904	33192.65948
905	33176.44817
906	33167.78187
907	33154.38848
908	33148.90221
909	33141.12198
910	33125.4782
911	33111.00474
912	33098.82131
913	33090.92687
914	33084.77165
915	33061.22718
916	33055.02923
917	33045.69135
918	33023.56168
919	33011.11864
920	32998.46673
921	32987.14464
922	32978.47642
923	32975.89129
924	32961.6039
925	32951.95945
926	32937.97104
927	32928.55879
928	32921.46373
929	32913.79532
930	32906.9552
931	32900.39547
932	32894.39538
933	32889.14588
934	32881.0335
935	32873.91392
936	32870.04207
937	32857.02002
938	32850.67588
939	32847.18247
940	32843.0758
941	32835.64693
942	32828.88302
943	32823.45121
944	32811.27741
945	32787.5548
946	32773.18178
947	32766.29432
948	32759.32847
949	32746.85133
950	32742.76179
951	32733.35387
952	32726.31971
953	32715.26738
954	32705.08629
955	32685.98844
956	32679.02048
957	32668.73734
958	32658.45032
959	32651.62307
960	32641.61577
961	32633.49168
962	32621.41176
963	32615.98113
964	32608.0358
965	32603.05063
966	32593.16521
967	32579.21432
968	32570.83049
969	32563.32887
970	32556.6342
971	32551.6135
972	32545.75202
973	32541.02524
974	32534.97701
975	32523.77033
976	32516.66337
977	32509.17618
978	32489.3396
979	32477.71937
980	32472.21347
981	32464.97674
982	32460.21731
983	32451.43963
984	32445.48807
985	32439.69717
986	32427.49076
987	32422.32095
988	32415.52531
989	32409.97097
990	32402.47028
991	32396.22887
992	32393.12016
993	32385.22852
994	32377.03693
995	32371.72482
996	32363.19443
997	32355.90448
998	32346.40661
999	32343.82288
1000	32332.86335
1001	32313.78159
1002	32308.42312
1003	32304.42848
1004	32289.11724
1005	32280.66711
1006	32268.04524
1007	32266.025
1008	32250.42669
1009	32245.65597
1010	32242.44254
1011	32235.85476
1012	32230.87436
1013	32224.57083
1014	32207.28777
1015	32195.28168
1016	32190.09454
1017	32184.53299
1018	32173.54229
1019	32161.52912
1020	32153.53009
1021	32150.41982
1022	32144.34664
1023	32138.98949
1024	32134.43388
1025	32131.94826
1026	32121.38681
1027	32113.5615
1028	32094.0275
1029	32084.5728
1030	32078.47546
1031	32073.42746
1032	32065.89858
1033	32055.98172
1034	32048.68495
1035	32042.99947
1036	32030.44462
1037	32022.25856
1038	32016.54567
1039	32008.44453
1040	31999.61858
1041	31986.12557
1042	31981.36923
1043	31974.48158
1044	31969.17296
1045	31963.59054
1046	31951.61137
1047	31937.59225
1048	31922.37721
1049	31918.25077
1050	31911.5132
1051	31904.26898
1052	31896.59151
1053	31890.39327
1054	31884.39408
1055	31877.96471
1056	31870.00902
1057	31860.37664
1058	31851.94335
1059	31844.76669
1060	31837.28273
1061	31835.14793
1062	31821.77278
1063	31802.67873
1064	31797.33946
1065	31786.03299
1066	31778.36463
1067	31766.63702
1068	31755.00349
1069	31747.48737
1070	31743.8865
1071	31736.91444
1072	31734.90978
1073	31717.81196
1074	31707.1199
1075	31692.91564
1076	31690.97893
1077	31686.29881
1078	31679.65794
1079	31675.67691
1080	31674.6598
1081	31664.63319
1082	31657.4339
1083	31651.07997
1084	31642.92209
1085	31636.36052
1086	31630.9017
1087	31626.18156
1088	31623.09108
1089	31614.41201
1090	31608.01964
1091	31600.72194
1092	31592.1131
1093	31585.24446
1094	31571.03274
1095	31559.78441
1096	31549.83662
1097	31541.60283
1098	31533.39323
1099	31520.6103
1100	31513.36973
1101	31503.09753
1102	31496.13443
1103	31486.51332
1104	31484.08225
1105	31473.37801
1106	31457.61331
1107	31451.80698
1108	31446.02907
1109	31444.95047
1110	31438.89927
1111	31426.56822
1112	31417.80748
1113	31410.09862
1114	31400.94386
1115	31391.31707
1116	31382.83595
1117	31379.16412
1118	31366.40034
1119	31354.03048
1120	31348.37553
1121	31341.54803
1122	31330.72327
1123	31318.63261
1124	31312.37482
1125	31304.38968
1126	31301.18106
1127	31293.4007
1128	31289.10901
1129	31282.64302
1130	31271.57742
1131	31260.19998
1132	31256.08948
1133	31250.32342
1134	31245.22514
1135	31242.37028
1136	31236.77159
1137	31225.56415
1138	31214.47537
1139	31210.41939
1140	31205.33708
1141	31200.66529
1142	31190.53319
1143	31185.90803
1144	31180.09217
1145	31174.62479
1146	31168.36911
1147	31162.36836
1148	31157.47709
1149	31152.87268
1150	31144.07445
1151	31137.71433
1152	31136.02677
1153	31127.25342
1154	31123.28258
1155	31117.41537
1156	31110.46924
1157	31104.42642
1158	31094.62458
1159	31090.85218
1160	31086.06462
1161	31080.1301
1162	31074.63383
1163	31062.38658
1164	31054.63311
1165	31044.03351
1166	31040.50131
1167	31033.66537
1168	31027.28709
1169	31019.51128
1170	31017.04427
1171	31012.85576
1172	31009.10974
1173	31006.9836
1174	30996.018
1175	30992.51121
1176	30981.1805
1177	30978.80841
1178	30963.32406
1179	30959.76752
1180	30957.36321
1181	30950.70621
1182	30947.85121
1183	30935.60897
1184	30930.45597
1185	30922.63528
1186	30917.95632
1187	30908.67456
1188	30894.39358
1189	30891.8652
1190	30885.17807
1191	30874.78604
1192	30868.83609
1193	30866.32084
1194	30860.13013
1195	30855.33458
1196	30849.81539
1197	30841.13643
1198	30835.29399
1199	30827.04991
1200	30818.1148
1201	30813.35215
1202	30808.23501
1203	30802.76162
1204	30796.35315
1205	30789.03483
1206	30782.14295
1207	30776.56758
1208	30772.62981
1209	30761.38662
1210	30758.9696
1211	30753.18086
1212	30742.33042
1213	30735.75977
1214	30732.15064
1215	30728.71922
1216	30722.88255
1217	30714.14823
1218	30709.09069
1219	30703.6837
1220	30695.04918
1221	30692.48717
1222	30687.33006
1223	30685.07487
1224	30680.23222
1225	30675.35966
1226	30665.67813
1227	30661.10612
1228	30654.32496
1229	30646.85377
1230	30639.02599
1231	30634.44043
1232	30631.08299
1233	30615.51527
1234	30608.88123
1235	30603.29486
1236	30594.28097
1237	30582.78986
1238	30577.93357
1239	30570.78737
1240	30565.0484
1241	30561.96772
1242	30559.69239
1243	30551.40137
1244	30543.25049
1245	30532.94681
1246	30521.70792
1247	30511.19858
1248	30505.45619
1249	30501.50571
1250	30492.89591
1251	30486.61388
1252	30482.4063
1253	30478.20015
1254	30474.27867
1255	30468.62349
1256	30461.67792
1257	30455.47811
1258	30447.73479
1259	30437.76877
1260	30434.0785
1261	30422.12938
1262	30415.65747
1263	30399.75603
1264	30392.19692
1265	30377.89117
1266	30372.24359
1267	30367.70064
1268	30360.65914
1269	30349.96535
1270	30342.83574
1271	30337.44349
1272	30324.91775
1273	30320.50052
1274	30314.49835
1275	30310.66328
1276	30305.1782
1277	30298.25475
1278	30289.20547
1279	30288.24003
1280	30281.25539
1281	30276.86878
1282	30272.85003
1283	30263.63465
1284	30258.5902
1285	30253.77067
1286	30244.64461
1287	30240.45122
1288	30236.49624
1289	30232.9342
1290	30227.13633
1291	30215.29781
1292	30210.14702
1293	30206.46536
1294	30199.4829
1295	30197.54277
1296	30191.99733
1297	30186.00338
1298	30179.90073
1299	30175.54957
1300	30168.83297
1301	30160.40493
1302	30157.89387
1303	30150.86605
1304	30145.7794
1305	30139.68128
1306	30134.59952
1307	30127.33033
1308	30117.85771
1309	30111.4141
1310	30106.55222
1311	30098.44872
1312	30094.18489
1313	30088.4996
1314	30084.58604
1315	30078.21117
1316	30071.33616
1317	30066.56025
1318	30058.73086
1319	30056.58755
1320	30049.12644
1321	30044.07069
1322	30037.12601
1323	30030.07468
1324	30022.31207
1325	30014.64663
1326	30011.74343
1327	30003.76181
1328	29998.89528
1329	29992.85018
1330	29985.30567
1331	29979.63298
1332	29968.99506
1333	29966.11926
1334	29960.52492
1335	29954.38644
1336	29948.11764
1337	29945.96437
1338	29936.58029
1339	29932.72343
1340	29924.19481
1341	29914.52951
1342	29906.57505
1343	29901.89101
1344	29899.51381
1345	29895.06539
1346	29892.25471
1347	29886.44695
1348	29881.18852
1349	29875.03045
1350	29867.22061
1351	29860.43093
1352	29850.80493
1353	29844.07863
1354	29839.12385
1355	29830.76903
1356	29823.68183
1357	29817.19059
1358	29809.55399
1359	29807.10038
1360	29801.72466
1361	29796.91826
1362	29791.72277
1363	29785.29587
1364	29780.88138
1365	29775.03277
1366	29772.63927
1367	29769.48787
1368	29765.70299
1369	29759.91756
1370	29757.51864
1371	29753.80279
1372	29748.32085
1373	29745.81203
1374	29726.02228
1375	29720.14239
1376	29716.77403
1377	29712.45369
1378	29706.47438
1379	29702.37393
1380	29695.48642
1381	29689.78174
1382	29666.51777
1383	29661.69872
1384	29657.66224
1385	29653.83947
1386	29650.97169
1387	29639.96594
1388	29638.10529
1389	29630.51385
1390	29626.02083
1391	29620.54497
1392	29619.04926
1393	29615.07104
1394	29608.67687
1395	29601.23979
1396	29598.99496
1397	29593.78826
1398	29588.7442
1399	29585.93689
1400	29581.63383
1401	29576.08822
1402	29569.13569
1403	29562.06209
1404	29553.39656
1405	29546.04351
1406	29540.32471
1407	29537.08472
1408	29530.72626
1409	29526.86047
1410	29520.2077
1411	29509.1145
1412	29504.09139
1413	29498.66548
1414	29490.61521
1415	29484.7176
1416	29480.58555
1417	29475.75454
1418	29470.73158
1419	29463.92997
1420	29458.53095
1421	29452.30862
1422	29449.08894
1423	29446.02611
1424	29436.6855
1425	29434.84756
1426	29431.40718
1427	29424.95784
1428	29412.72015
1429	29404.0586
1430	29392.75362
1431	29390.77365
1432	29385.37114
1433	29382.93684
1434	29373.91542
1435	29360.29403
1436	29359.3217
1437	29355.70475
1438	29353.60452
1439	29348.70447
1440	29347.13001
1441	29346.16957
1442	29342.63607
1443	29339.27657
1444	29336.08294
1445	29329.42056
1446	29325.87942
1447	29321.30158
1448	29314.31604
1449	29304.48336
1450	29302.44407
1451	29300.95104
1452	29298.74658
1453	29296.75801
1454	29293.10639
1455	29289.39596
1456	29286.29384
1457	29282.20731
1458	29279.11925
1459	29272.91241
1460	29267.35826
1461	29259.67749
1462	29257.506
1463	29242.02178
1464	29236.31006
1465	29232.52738
1466	29230.0395
1467	29227.6415
1468	29225.18418
1469	29222.11587
1470	29219.95376
1471	29218.25692
1472	29215.51802
1473	29213.39672
1474	29210.57145
1475	29195.63713
1476	29193.01711
1477	29185.92421
1478	29184.36082
1479	29171.41974
1480	29159.44579
1481	29150.61035
1482	29146.55886
1483	29143.97634
1484	29140.80164
1485	29135.92131
1486	29134.67207
1487	29133.00204
1488	29131.4071
1489	29127.88663
1490	29123.87367
1491	29111.84405
1492	29100.98963
1493	29092.37286
1494	29086.35094
1495	29083.53784
1496	29077.67504
1497	29070.88005
1498	29066.61492
1499	29064.65798
1500	29061.21858
1501	29057.69106
1502	29055.45799
1503	29043.47826
1504	29040.64907
1505	29035.86589
1506	29033.98132
1507	29029.97736
1508	29027.58688
1509	29024.98789
1510	29021.18419
1511	29016.86095
1512	29012.07734
1513	29010.41955
1514	29008.20172
1515	29006.65678
1516	29003.34351
1517	29000.98125
1518	28992.9471
1519	28989.26845
1520	28986.79746
1521	28979.52388
1522	28963.85214
1523	28958.17607
1524	28955.38686
1525	28950.96963
1526	28946.06948
1527	28940.69415
1528	28934.91656
1529	28931.37473
1530	28925.18898
1531	28921.99282
1532	28917.86661
1533	28914.41036
1534	28913.42481
1535	28911.6175
1536	28908.89491
1537	28904.41334
1538	28900.06831
1539	28894.33642
1540	28891.41088
1541	28886.11561
1542	28868.71938
1543	28865.8015
1544	28861.20285
1545	28858.73748
1546	28856.76864
1547	28854.97917
1548	28852.97722
1549	28850.03366
1550	28845.85213
1551	28840.4265
1552	28838.3626
1553	28831.83753
1554	28827.15031
1555	28825.10229
1556	28820.38437
1557	28817.71614
1558	28812.65209
1559	28805.83832
1560	28804.36277
1561	28785.73721
1562	28783.27395
1563	28778.47835
1564	28771.68287
1565	28767.62856
1566	28758.09882
1567	28743.48706
1568	28741.35802
1569	28737.7302
1570	28735.49635
1571	28734.18706
1572	28728.19223
1573	28726.05401
1574	28720.36288
1575	28713.20773
1576	28707.77252
1577	28705.11442
1578	28700.81898
1579	28697.85191
1580	28693.09776
1581	28684.54119
1582	28678.5309
1583	28669.98507
1584	28666.01437
1585	28659.9402
1586	28654.68326
1587	28648.16986
1588	28646.00045
1589	28644.31329
1590	28640.19618
1591	28637.76821
1592	28630.66387
1593	28629.53315
1594	28624.86352
1595	28619.73881
1596	28614.26268
1597	28604.38319
1598	28601.60508
1599	28598.62145
1600	28592.50782
1601	28589.89417
1602	28588.25055
1603	28586.44568
1604	28581.14372
1605	28572.19396
1606	28566.50124
1607	28565.33871
1608	28563.59579
1609	28559.47686
1610	28554.41378
1611	28547.07591
1612	28543.17321
1613	28536.29986
1614	28533.72895
1615	28532.03896
1616	28527.64138
1617	28525.28876
1618	28518.58448
1619	28514.9545
1620	28510.95613
1621	28507.90008
1622	28504.30338
1623	28498.22138
1624	28496.9602
1625	28489.83145
1626	28488.18964
1627	28483.62855
1628	28476.85758
1629	28473.60712
1630	28469.98476
1631	28466.59783
1632	28465.21094
1633	28462.06675
1634	28454.61484
1635	28451.68586
1636	28446.97031
1637	28442.41021
1638	28435.53955
1639	28433.12058
1640	28431.4265
1641	28426.41847
1642	28423.80395
1643	28423.37235
1644	28422.54823
1645	28418.07318
1646	28409.44603
1647	28405.98216
1648	28399.41626
1649	28390.28853
1650	28385.35079
1651	28381.1358
1652	28379.94169
1653	28375.38544
1654	28369.31121
1655	28361.8307
1656	28358.38155
1657	28354.62155
1658	28351.80619
1659	28348.18014
1660	28345.64011
1661	28342.44973
1662	28339.69584
1663	28336.60586
1664	28331.78629
1665	28327.93441
